timestamp,price,class
2026-05-16 09:15:00,78233.35,climax
2026-05-16 18:45:00,78186.8,stopping
2026-05-16 22:30:00,78185.1,stopping
2026-05-16 22:45:00,78150.4,stopping
2026-05-16 23:15:00,78239.9,climax
2026-05-16 23:30:00,78162.1,stopping
2026-05-16 23:45:00,78088.88,stopping
2026-05-17 00:00:00,78207.8,climax
2026-05-17 00:30:00,78088.0,stopping
2026-05-17 00:45:00,78115.3,climax
2026-05-17 01:00:00,78074.74,climax
