lag,mean_return,median_return,std_return
16,-0.0004267219193792381,0.0005671160640570141,0.008799470698809472
32,-0.00024755731428132885,-0.0010256189132752606,0.03163586773164214
64,0.0006556992108693272,-0.0026487042412080787,0.03532369788196831
