lag,mean_return,median_return,std_return
16,0.005950113849140337,0.004822867579670799,0.041788638147495116
32,0.006990165686765435,0.0032576028196217724,0.048693802153061745
64,0.011777416697798464,0.007761349234872672,0.05680069694144435
